#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.424925E+04   0.527726E-01   0.000000E+00   0.103010E+01   0.195308E-07   0.522775E-02  -0.123165E-04
     3   0.466610E+04   0.867409E-01   0.000000E+00   0.159256E+01   0.234011E-07   0.589979E-02  -0.157412E-04
     4   0.477121E+04   0.971152E-01   0.000000E+00   0.269750E+01   0.270602E-07   0.625134E-02  -0.160992E-04
     5   0.473097E+04   0.854368E-01   0.000000E+00   0.354692E+01   0.304609E-07   0.641649E-02  -0.140245E-04
     6   0.463896E+04   0.625735E-01   0.000000E+00   0.388778E+01   0.335955E-07   0.647500E-02  -0.103151E-04
     7   0.452965E+04   0.396182E-01   0.000000E+00   0.379028E+01   0.364886E-07   0.647252E-02  -0.586105E-05
     8   0.441081E+04   0.229958E-01   0.000000E+00   0.343697E+01   0.391629E-07   0.642838E-02  -0.149942E-05
     9   0.429308E+04   0.138504E-01   0.000000E+00   0.300010E+01   0.416424E-07   0.635587E-02   0.212087E-05
    10   0.418001E+04   0.101049E-01   0.000000E+00   0.257794E+01   0.439397E-07   0.626285E-02   0.463106E-05
    11   0.407385E+04   0.891276E-02   0.000000E+00   0.224014E+01   0.460829E-07   0.616384E-02   0.594421E-05
    12   0.397500E+04   0.829276E-02   0.000000E+00   0.201495E+01   0.480728E-07   0.606261E-02   0.614947E-05
    13   0.388179E+04   0.740200E-02   0.000000E+00   0.188510E+01   0.499219E-07   0.596047E-02   0.545516E-05
    14   0.379350E+04   0.644705E-02   0.000000E+00   0.182277E+01   0.516464E-07   0.585869E-02   0.411702E-05
    15   0.371029E+04   0.571180E-02   0.000000E+00   0.180272E+01   0.532550E-07   0.575614E-02   0.252066E-05
    16   0.363235E+04   0.539561E-02   0.000000E+00   0.180468E+01   0.547555E-07   0.565194E-02   0.103561E-05
    17   0.355950E+04   0.550275E-02   0.000000E+00   0.182235E+01   0.561579E-07   0.554798E-02  -0.135397E-06
    18   0.349069E+04   0.579884E-02   0.000000E+00   0.185133E+01   0.574713E-07   0.544626E-02  -0.871391E-06
    19   0.342647E+04   0.613829E-02   0.000000E+00   0.187410E+01   0.586986E-07   0.534627E-02  -0.120958E-05
    20   0.336487E+04   0.648777E-02   0.000000E+00   0.187505E+01   0.598424E-07   0.524722E-02  -0.121944E-05
    21   0.330624E+04   0.690689E-02   0.000000E+00   0.187357E+01   0.609111E-07   0.514924E-02  -0.948404E-06
    22   0.325083E+04   0.754189E-02   0.000000E+00   0.188873E+01   0.619125E-07   0.505276E-02  -0.459169E-06
    23   0.319830E+04   0.843324E-02   0.000000E+00   0.190817E+01   0.628498E-07   0.495808E-02   0.100917E-06
    24   0.314853E+04   0.955973E-02   0.000000E+00   0.191580E+01   0.637249E-07   0.486549E-02   0.575667E-06
    25   0.310129E+04   0.109302E-01   0.000000E+00   0.191185E+01   0.645423E-07   0.477510E-02   0.853393E-06
    26   0.305622E+04   0.125185E-01   0.000000E+00   0.190499E+01   0.653064E-07   0.468694E-02   0.872932E-06
    27   0.301340E+04   0.142914E-01   0.000000E+00   0.191417E+01   0.660208E-07   0.460080E-02   0.728918E-06
    28   0.297257E+04   0.162453E-01   0.000000E+00   0.195475E+01   0.666881E-07   0.451653E-02   0.534337E-06
    29   0.293380E+04   0.183861E-01   0.000000E+00   0.201247E+01   0.673078E-07   0.443418E-02   0.323421E-06
    30   0.289706E+04   0.207242E-01   0.000000E+00   0.206640E+01   0.678797E-07   0.435383E-02   0.104836E-06
    31   0.286219E+04   0.232407E-01   0.000000E+00   0.210482E+01   0.684088E-07   0.427533E-02  -0.136315E-06
    32   0.282935E+04   0.259065E-01   0.000000E+00   0.212025E+01   0.689004E-07   0.419850E-02  -0.400853E-06
    33   0.279842E+04   0.287327E-01   0.000000E+00   0.211309E+01   0.693560E-07   0.412299E-02  -0.610298E-06
    34   0.276910E+04   0.317498E-01   0.000000E+00   0.208743E+01   0.697766E-07   0.404853E-02  -0.681814E-06
    35   0.274133E+04   0.349811E-01   0.000000E+00   0.205123E+01   0.701637E-07   0.397518E-02  -0.592994E-06
    36   0.271501E+04   0.384486E-01   0.000000E+00   0.201040E+01   0.705193E-07   0.390317E-02  -0.362177E-06
    37   0.269012E+04   0.421453E-01   0.000000E+00   0.196256E+01   0.708449E-07   0.383298E-02  -0.110250E-06
    38   0.266691E+04   0.460675E-01   0.000000E+00   0.190612E+01   0.711420E-07   0.376498E-02   0.490208E-07
