#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.115208E+05   0.500375E-01   0.000000E+00  -0.165761E+01   0.700552E-08   0.600863E-02  -0.934653E-05
     3   0.124686E+05   0.855813E-01   0.000000E+00  -0.652521E+00   0.880478E-08   0.674437E-02  -0.135348E-04
     4   0.125943E+05   0.973411E-01   0.000000E+00   0.200842E+01   0.107263E-07   0.717130E-02  -0.147369E-04
     5   0.123960E+05   0.864843E-01   0.000000E+00   0.420748E+01   0.126453E-07   0.739768E-02  -0.132864E-04
     6   0.121032E+05   0.640056E-01   0.000000E+00   0.538110E+01   0.145131E-07   0.750428E-02  -0.996666E-05
     7   0.117844E+05   0.411466E-01   0.000000E+00   0.566748E+01   0.163169E-07   0.754232E-02  -0.573065E-05
     8   0.114493E+05   0.244764E-01   0.000000E+00   0.541005E+01   0.180537E-07   0.753140E-02  -0.147741E-05
     9   0.111194E+05   0.152195E-01   0.000000E+00   0.492471E+01   0.197254E-07   0.748529E-02   0.210800E-05
    10   0.107990E+05   0.113463E-01   0.000000E+00   0.438416E+01   0.213298E-07   0.741148E-02   0.461979E-05
    11   0.104948E+05   0.100330E-01   0.000000E+00   0.391107E+01   0.228741E-07   0.732714E-02   0.593083E-05
    12   0.102058E+05   0.929880E-02   0.000000E+00   0.355906E+01   0.243541E-07   0.723593E-02   0.611858E-05
    13   0.992965E+04   0.830562E-02   0.000000E+00   0.331650E+01   0.257717E-07   0.713987E-02   0.541599E-05
    14   0.966559E+04   0.726445E-02   0.000000E+00   0.315601E+01   0.271309E-07   0.704134E-02   0.409915E-05
    15   0.941330E+04   0.645269E-02   0.000000E+00   0.304595E+01   0.284335E-07   0.693983E-02   0.252974E-05
    16   0.917241E+04   0.606349E-02   0.000000E+00   0.296074E+01   0.296815E-07   0.683493E-02   0.105010E-05
    17   0.894254E+04   0.610707E-02   0.000000E+00   0.290025E+01   0.308786E-07   0.672866E-02  -0.136037E-06
    18   0.872241E+04   0.635422E-02   0.000000E+00   0.286547E+01   0.320284E-07   0.662311E-02  -0.895984E-06
    19   0.851208E+04   0.664948E-02   0.000000E+00   0.282977E+01   0.331312E-07   0.651790E-02  -0.123973E-05
    20   0.830915E+04   0.695072E-02   0.000000E+00   0.276921E+01   0.341872E-07   0.641239E-02  -0.121933E-05
    21   0.811386E+04   0.732823E-02   0.000000E+00   0.271249E+01   0.352000E-07   0.630707E-02  -0.917847E-06
    22   0.792644E+04   0.793849E-02   0.000000E+00   0.268760E+01   0.361731E-07   0.620265E-02  -0.433217E-06
    23   0.774631E+04   0.881116E-02   0.000000E+00   0.267162E+01   0.371074E-07   0.609939E-02   0.104464E-06
    24   0.757307E+04   0.991201E-02   0.000000E+00   0.263587E+01   0.380034E-07   0.599749E-02   0.564610E-06
    25   0.740627E+04   0.112495E-01   0.000000E+00   0.257935E+01   0.388628E-07   0.589716E-02   0.843227E-06
    26   0.724535E+04   0.128011E-01   0.000000E+00   0.251523E+01   0.396877E-07   0.579857E-02   0.878890E-06
    27   0.709018E+04   0.145420E-01   0.000000E+00   0.247872E+01   0.404798E-07   0.570166E-02   0.752044E-06
    28   0.694035E+04   0.164751E-01   0.000000E+00   0.249866E+01   0.412400E-07   0.560637E-02   0.562164E-06
    29   0.679584E+04   0.186036E-01   0.000000E+00   0.255143E+01   0.419676E-07   0.551269E-02   0.346190E-06
    30   0.665655E+04   0.209334E-01   0.000000E+00   0.260255E+01   0.426622E-07   0.542066E-02   0.119056E-06
    31   0.652226E+04   0.234419E-01   0.000000E+00   0.263322E+01   0.433264E-07   0.533029E-02  -0.129654E-06
    32   0.639303E+04   0.260981E-01   0.000000E+00   0.263199E+01   0.439630E-07   0.524150E-02  -0.397686E-06
    33   0.626859E+04   0.289131E-01   0.000000E+00   0.260155E+01   0.445727E-07   0.515393E-02  -0.607253E-06
    34   0.614849E+04   0.319182E-01   0.000000E+00   0.254960E+01   0.451560E-07   0.506725E-02  -0.677052E-06
    35   0.603257E+04   0.351375E-01   0.000000E+00   0.248685E+01   0.457135E-07   0.498156E-02  -0.585825E-06
    36   0.592067E+04   0.385942E-01   0.000000E+00   0.242141E+01   0.462463E-07   0.489715E-02  -0.352772E-06
    37   0.581268E+04   0.422812E-01   0.000000E+00   0.235196E+01   0.467551E-07   0.481450E-02  -0.988909E-07
    38   0.570878E+04   0.461949E-01   0.000000E+00   0.227742E+01   0.472408E-07   0.473403E-02   0.620679E-07
    39   0.560880E+04   0.503459E-01   0.000000E+00   0.219817E+01   0.477038E-07   0.465540E-02   0.145330E-06
    40   0.551230E+04   0.547545E-01   0.000000E+00   0.211478E+01   0.481445E-07   0.457817E-02   0.198133E-06
    41   0.541926E+04   0.594409E-01   0.000000E+00   0.202705E+01   0.485633E-07   0.450194E-02   0.257175E-06
    42   0.532932E+04   0.644064E-01   0.000000E+00   0.193266E+01   0.489608E-07   0.442671E-02   0.317664E-06
    43   0.524251E+04   0.696474E-01   0.000000E+00   0.182877E+01   0.493377E-07   0.435254E-02   0.364491E-06
    44   0.515858E+04   0.751456E-01   0.000000E+00   0.171343E+01   0.496948E-07   0.427952E-02   0.382596E-06
