#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.256394E+04   0.402151E-01   0.000000E+00  -0.932241E-01   0.131871E-07   0.397800E-02  -0.846555E-05
     3   0.267630E+04   0.651300E-01   0.000000E+00  -0.589649E+00   0.149449E-07   0.429293E-02  -0.945260E-05
     4   0.269923E+04   0.718369E-01   0.000000E+00  -0.604239E-01   0.165981E-07   0.446364E-02  -0.790324E-05
     5   0.267231E+04   0.637461E-01   0.000000E+00   0.131046E+01   0.181243E-07   0.455404E-02  -0.462882E-05
     6   0.261619E+04   0.506799E-01   0.000000E+00   0.315800E+01   0.195256E-07   0.459475E-02  -0.344669E-06
     7   0.254479E+04   0.410134E-01   0.000000E+00   0.507845E+01   0.208178E-07   0.460394E-02   0.426697E-05
     8   0.246499E+04   0.380154E-01   0.000000E+00   0.673408E+01   0.220119E-07   0.459073E-02   0.859318E-05
     9   0.238154E+04   0.401971E-01   0.000000E+00   0.790583E+01   0.231199E-07   0.456174E-02   0.121591E-04
    10   0.229947E+04   0.438360E-01   0.000000E+00   0.851676E+01   0.241477E-07   0.452285E-02   0.146923E-04
    11   0.222467E+04   0.455569E-01   0.000000E+00   0.860498E+01   0.251094E-07   0.448187E-02   0.161328E-04
    12   0.215931E+04   0.437770E-01   0.000000E+00   0.827022E+01   0.260044E-07   0.444071E-02   0.165452E-04
    13   0.209994E+04   0.388389E-01   0.000000E+00   0.764378E+01   0.268373E-07   0.439859E-02   0.160986E-04
    14   0.204376E+04   0.322861E-01   0.000000E+00   0.686040E+01   0.276150E-07   0.435470E-02   0.150051E-04
    15   0.199093E+04   0.256992E-01   0.000000E+00   0.605293E+01   0.283403E-07   0.430783E-02   0.135888E-04
    16   0.194218E+04   0.204024E-01   0.000000E+00   0.533888E+01   0.290160E-07   0.425743E-02   0.121647E-04
    17   0.189804E+04   0.168781E-01   0.000000E+00   0.477299E+01   0.296466E-07   0.420543E-02   0.109234E-04
    18   0.185802E+04   0.150987E-01   0.000000E+00   0.438435E+01   0.302364E-07   0.415384E-02   0.998950E-05
    19   0.182258E+04   0.146872E-01   0.000000E+00   0.415531E+01   0.307862E-07   0.410235E-02   0.935344E-05
    20   0.178959E+04   0.152416E-01   0.000000E+00   0.405199E+01   0.312971E-07   0.405035E-02   0.897706E-05
    21   0.175936E+04   0.163437E-01   0.000000E+00   0.403639E+01   0.317729E-07   0.399804E-02   0.883787E-05
    22   0.173222E+04   0.176804E-01   0.000000E+00   0.406828E+01   0.322175E-07   0.394577E-02   0.889683E-05
    23   0.170789E+04   0.190154E-01   0.000000E+00   0.410740E+01   0.326322E-07   0.389386E-02   0.903216E-05
    24   0.168634E+04   0.201386E-01   0.000000E+00   0.411861E+01   0.330177E-07   0.384258E-02   0.911340E-05
    25   0.166741E+04   0.210392E-01   0.000000E+00   0.408695E+01   0.333761E-07   0.379207E-02   0.905375E-05
    26   0.165081E+04   0.217404E-01   0.000000E+00   0.400767E+01   0.337096E-07   0.374242E-02   0.880459E-05
    27   0.163661E+04   0.223645E-01   0.000000E+00   0.388923E+01   0.340197E-07   0.369357E-02   0.842490E-05
    28   0.162452E+04   0.230819E-01   0.000000E+00   0.374513E+01   0.343078E-07   0.364545E-02   0.798916E-05
    29   0.161440E+04   0.240413E-01   0.000000E+00   0.359060E+01   0.345733E-07   0.359811E-02   0.752861E-05
    30   0.160602E+04   0.253730E-01   0.000000E+00   0.343848E+01   0.348162E-07   0.355158E-02   0.706017E-05
    31   0.159912E+04   0.271162E-01   0.000000E+00   0.329661E+01   0.350389E-07   0.350580E-02   0.658698E-05
    32   0.159382E+04   0.292705E-01   0.000000E+00   0.317067E+01   0.352441E-07   0.346067E-02   0.611914E-05
    33   0.159000E+04   0.318161E-01   0.000000E+00   0.306285E+01   0.354324E-07   0.341602E-02   0.570815E-05
    34   0.158737E+04   0.347340E-01   0.000000E+00   0.297493E+01   0.356043E-07   0.337172E-02   0.540610E-05
    35   0.158584E+04   0.379784E-01   0.000000E+00   0.290748E+01   0.357606E-07   0.332781E-02   0.522681E-05
    36   0.158530E+04   0.415014E-01   0.000000E+00   0.285657E+01   0.359022E-07   0.328441E-02   0.515813E-05
    37   0.158578E+04   0.452395E-01   0.000000E+00   0.280542E+01   0.360297E-07   0.324193E-02   0.512215E-05
    38   0.158760E+04   0.491472E-01   0.000000E+00   0.273975E+01   0.361441E-07   0.320070E-02   0.504467E-05
    39   0.159066E+04   0.532366E-01   0.000000E+00   0.265932E+01   0.362456E-07   0.316048E-02   0.493084E-05
    40   0.159459E+04   0.575396E-01   0.000000E+00   0.256716E+01   0.363347E-07   0.312092E-02   0.480552E-05
    41   0.159941E+04   0.620883E-01   0.000000E+00   0.246528E+01   0.364118E-07   0.308175E-02   0.468773E-05
    42   0.160484E+04   0.668944E-01   0.000000E+00   0.235229E+01   0.364775E-07   0.304296E-02   0.457353E-05
    43   0.161101E+04   0.719643E-01   0.000000E+00   0.222597E+01   0.365322E-07   0.300464E-02   0.445327E-05
    44   0.161772E+04   0.772895E-01   0.000000E+00   0.208497E+01   0.365767E-07   0.296685E-02   0.431734E-05
    45   0.162531E+04   0.828719E-01   0.000000E+00   0.192806E+01   0.366115E-07   0.292967E-02   0.415617E-05
    46   0.163367E+04   0.887162E-01   0.000000E+00   0.175286E+01   0.366370E-07   0.289314E-02   0.396401E-05
    47   0.164263E+04   0.948249E-01   0.000000E+00   0.156246E+01   0.366539E-07   0.285722E-02   0.375050E-05
    48   0.165209E+04   0.101207E+00   0.000000E+00   0.136396E+01   0.366624E-07   0.282181E-02   0.352908E-05
    49   0.166209E+04   0.107848E+00   0.000000E+00   0.116387E+01   0.366630E-07   0.278685E-02   0.331314E-05
    50   0.167284E+04   0.114729E+00   0.000000E+00   0.961922E+00   0.366562E-07   0.275224E-02   0.311604E-05
    51   0.168409E+04   0.121823E+00   0.000000E+00   0.755576E+00   0.366422E-07   0.271795E-02   0.294809E-05
    52   0.169606E+04   0.129211E+00   0.000000E+00   0.538878E+00   0.366215E-07   0.268404E-02   0.280737E-05
    53   0.170837E+04   0.137037E+00   0.000000E+00   0.306865E+00   0.365942E-07   0.265063E-02   0.268898E-05
    54   0.172095E+04   0.145288E+00   0.000000E+00   0.625444E-01   0.365607E-07   0.261783E-02   0.258800E-05
    55   0.173401E+04   0.153936E+00   0.000000E+00  -0.190961E+00   0.365211E-07   0.258574E-02   0.249954E-05
    56   0.174778E+04   0.162834E+00   0.000000E+00  -0.456389E+00   0.364759E-07   0.255446E-02   0.241936E-05
    57   0.176214E+04   0.171876E+00   0.000000E+00  -0.733617E+00   0.364251E-07   0.252389E-02   0.234591E-05
    58   0.177709E+04   0.181075E+00   0.000000E+00  -0.102304E+01   0.363690E-07   0.249393E-02   0.227827E-05
    59   0.179245E+04   0.190474E+00   0.000000E+00  -0.132507E+01   0.363076E-07   0.246447E-02   0.221555E-05
    60   0.180819E+04   0.200129E+00   0.000000E+00  -0.163869E+01   0.362412E-07   0.243541E-02   0.215684E-05
    61   0.182459E+04   0.210137E+00   0.000000E+00  -0.196282E+01   0.361699E-07   0.240665E-02   0.210122E-05
    62   0.184104E+04   0.220480E+00   0.000000E+00  -0.229852E+01   0.360941E-07   0.237816E-02   0.204758E-05
    63   0.185776E+04   0.231111E+00   0.000000E+00  -0.264700E+01   0.360140E-07   0.234993E-02   0.199481E-05
    64   0.187505E+04   0.242036E+00   0.000000E+00  -0.300970E+01   0.359299E-07   0.232196E-02   0.194177E-05
    65   0.189251E+04   0.253225E+00   0.000000E+00  -0.338746E+01   0.358421E-07   0.229423E-02   0.188736E-05
    66   0.191045E+04   0.264605E+00   0.000000E+00  -0.377869E+01   0.357510E-07   0.226675E-02   0.183020E-05
    67   0.192869E+04   0.276177E+00   0.000000E+00  -0.418107E+01   0.356566E-07   0.223958E-02   0.176803E-05
    68   0.194751E+04   0.287981E+00   0.000000E+00  -0.459344E+01   0.355592E-07   0.221277E-02   0.169832E-05
    69   0.196668E+04   0.299978E+00   0.000000E+00  -0.501454E+01   0.354589E-07   0.218642E-02   0.161855E-05
    70   0.198633E+04   0.312209E+00   0.000000E+00  -0.544653E+01   0.353559E-07   0.216058E-02   0.152624E-05
    71   0.200629E+04   0.324663E+00   0.000000E+00  -0.589200E+01   0.352502E-07   0.213530E-02   0.142086E-05
    72   0.202658E+04   0.337320E+00   0.000000E+00  -0.635137E+01   0.351420E-07   0.211055E-02   0.130996E-05
    73   0.204718E+04   0.350153E+00   0.000000E+00  -0.682397E+01   0.350313E-07   0.208627E-02   0.120305E-05
    74   0.206810E+04   0.363158E+00   0.000000E+00  -0.730766E+01   0.349182E-07   0.206241E-02   0.110966E-05
    75   0.208946E+04   0.376350E+00   0.000000E+00  -0.779971E+01   0.348025E-07   0.203891E-02   0.103928E-05
    76   0.211120E+04   0.389736E+00   0.000000E+00  -0.829860E+01   0.346844E-07   0.201571E-02   0.998287E-06
    77   0.213335E+04   0.403303E+00   0.000000E+00  -0.880479E+01   0.345641E-07   0.199279E-02   0.980546E-06
    78   0.215596E+04   0.417070E+00   0.000000E+00  -0.932070E+01   0.344417E-07   0.197012E-02   0.976807E-06
    79   0.217882E+04   0.430975E+00   0.000000E+00  -0.984355E+01   0.343173E-07   0.194768E-02   0.977828E-06
