#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.276711E+04   0.447399E-01   0.000000E+00   0.368192E+00   0.127012E-07   0.383917E-02  -0.937114E-05
     3   0.284941E+04   0.706062E-01   0.000000E+00  -0.193901E+00   0.142053E-07   0.416748E-02  -0.102511E-04
     4   0.285587E+04   0.769079E-01   0.000000E+00   0.254227E+00   0.156354E-07   0.434646E-02  -0.852963E-05
     5   0.282015E+04   0.677677E-01   0.000000E+00   0.159234E+01   0.169636E-07   0.444237E-02  -0.507908E-05
     6   0.275876E+04   0.536649E-01   0.000000E+00   0.346680E+01   0.181881E-07   0.448726E-02  -0.640573E-06
     7   0.268353E+04   0.433472E-01   0.000000E+00   0.545858E+01   0.193212E-07   0.450003E-02   0.409730E-05
     8   0.260034E+04   0.401705E-01   0.000000E+00   0.720577E+01   0.203715E-07   0.449026E-02   0.852594E-05
     9   0.251356E+04   0.425384E-01   0.000000E+00   0.846702E+01   0.213487E-07   0.446482E-02   0.121787E-04
    10   0.242824E+04   0.465352E-01   0.000000E+00   0.914919E+01   0.222573E-07   0.442970E-02   0.147896E-04
    11   0.235042E+04   0.486000E-01   0.000000E+00   0.928127E+01   0.231099E-07   0.439258E-02   0.163021E-04
    12   0.228214E+04   0.470209E-01   0.000000E+00   0.896009E+01   0.239052E-07   0.435530E-02   0.167823E-04
    13   0.221975E+04   0.421127E-01   0.000000E+00   0.832153E+01   0.246469E-07   0.431702E-02   0.164002E-04
    14   0.216036E+04   0.354281E-01   0.000000E+00   0.750700E+01   0.253407E-07   0.427683E-02   0.153675E-04
    15   0.210418E+04   0.286119E-01   0.000000E+00   0.665783E+01   0.259890E-07   0.423356E-02   0.140036E-04
    16   0.205206E+04   0.230615E-01   0.000000E+00   0.589974E+01   0.265938E-07   0.418669E-02   0.126190E-04
    17   0.200455E+04   0.193107E-01   0.000000E+00   0.529303E+01   0.271591E-07   0.413813E-02   0.114029E-04
    18   0.196119E+04   0.173691E-01   0.000000E+00   0.487084E+01   0.276886E-07   0.408987E-02   0.104806E-04
    19   0.192246E+04   0.168604E-01   0.000000E+00   0.461640E+01   0.281830E-07   0.404161E-02   0.984602E-05
    20   0.188621E+04   0.173708E-01   0.000000E+00   0.449536E+01   0.286430E-07   0.399276E-02   0.946454E-05
    21   0.185280E+04   0.184551E-01   0.000000E+00   0.446728E+01   0.290721E-07   0.394349E-02   0.931376E-05
    22   0.182256E+04   0.197717E-01   0.000000E+00   0.448905E+01   0.294736E-07   0.389418E-02   0.935477E-05
    23   0.179524E+04   0.210635E-01   0.000000E+00   0.451795E+01   0.298487E-07   0.384513E-02   0.946939E-05
    24   0.177079E+04   0.221054E-01   0.000000E+00   0.451674E+01   0.301979E-07   0.379659E-02   0.953122E-05
    25   0.174907E+04   0.228859E-01   0.000000E+00   0.446952E+01   0.305231E-07   0.374872E-02   0.945608E-05
    26   0.172979E+04   0.234330E-01   0.000000E+00   0.437106E+01   0.308261E-07   0.370159E-02   0.919654E-05
    27   0.171303E+04   0.238835E-01   0.000000E+00   0.423026E+01   0.311084E-07   0.365517E-02   0.880847E-05
    28   0.169849E+04   0.244240E-01   0.000000E+00   0.406142E+01   0.313711E-07   0.360941E-02   0.836298E-05
    29   0.168603E+04   0.252157E-01   0.000000E+00   0.388125E+01   0.316137E-07   0.356432E-02   0.789099E-05
    30   0.167539E+04   0.263996E-01   0.000000E+00   0.370419E+01   0.318360E-07   0.351995E-02   0.741005E-05
    31   0.166631E+04   0.280204E-01   0.000000E+00   0.353931E+01   0.320403E-07   0.347625E-02   0.692468E-05
    32   0.165893E+04   0.300804E-01   0.000000E+00   0.339327E+01   0.322289E-07   0.343311E-02   0.644590E-05
    33   0.165311E+04   0.325570E-01   0.000000E+00   0.326850E+01   0.324025E-07   0.339039E-02   0.602355E-05
    34   0.164855E+04   0.354263E-01   0.000000E+00   0.316673E+01   0.325613E-07   0.334796E-02   0.570772E-05
    35   0.164517E+04   0.386356E-01   0.000000E+00   0.308816E+01   0.327062E-07   0.330586E-02   0.551171E-05
    36   0.164284E+04   0.421304E-01   0.000000E+00   0.302833E+01   0.328378E-07   0.326420E-02   0.542383E-05
    37   0.164161E+04   0.458425E-01   0.000000E+00   0.296979E+01   0.329569E-07   0.322339E-02   0.536943E-05
    38   0.164179E+04   0.497227E-01   0.000000E+00   0.289757E+01   0.330641E-07   0.318374E-02   0.527729E-05
    39   0.164326E+04   0.537826E-01   0.000000E+00   0.281097E+01   0.331598E-07   0.314503E-02   0.515178E-05
    40   0.164568E+04   0.580543E-01   0.000000E+00   0.271263E+01   0.332442E-07   0.310693E-02   0.501606E-05
    41   0.164904E+04   0.625699E-01   0.000000E+00   0.260425E+01   0.333179E-07   0.306917E-02   0.488782E-05
    42   0.165308E+04   0.673422E-01   0.000000E+00   0.248448E+01   0.333813E-07   0.303175E-02   0.476321E-05
    43   0.165791E+04   0.723787E-01   0.000000E+00   0.235126E+01   0.334348E-07   0.299474E-02   0.463304E-05
    44   0.166332E+04   0.776720E-01   0.000000E+00   0.220339E+01   0.334790E-07   0.295822E-02   0.448814E-05
    45   0.166967E+04   0.832253E-01   0.000000E+00   0.203976E+01   0.335145E-07   0.292226E-02   0.431938E-05
    46   0.167683E+04   0.890440E-01   0.000000E+00   0.185814E+01   0.335416E-07   0.288691E-02   0.412131E-05
    47   0.168464E+04   0.951302E-01   0.000000E+00   0.166167E+01   0.335608E-07   0.285211E-02   0.390325E-05
    48   0.169298E+04   0.101492E+00   0.000000E+00   0.145752E+01   0.335725E-07   0.281779E-02   0.367813E-05
    49   0.170190E+04   0.108116E+00   0.000000E+00   0.125225E+01   0.335770E-07   0.278388E-02   0.345888E-05
    50   0.171161E+04   0.114980E+00   0.000000E+00   0.104564E+01   0.335747E-07   0.275029E-02   0.325838E-05
    51   0.172186E+04   0.122058E+00   0.000000E+00   0.835172E+00   0.335660E-07   0.271698E-02   0.308653E-05
    52   0.173286E+04   0.129432E+00   0.000000E+00   0.614822E+00   0.335511E-07   0.268403E-02   0.294145E-05
    53   0.174423E+04   0.137244E+00   0.000000E+00   0.379528E+00   0.335302E-07   0.265154E-02   0.281833E-05
    54   0.175590E+04   0.145482E+00   0.000000E+00   0.132195E+00   0.335037E-07   0.261963E-02   0.271235E-05
    55   0.176809E+04   0.154118E+00   0.000000E+00  -0.124155E+00   0.334717E-07   0.258839E-02   0.261872E-05
    56   0.178101E+04   0.163005E+00   0.000000E+00  -0.392342E+00   0.334345E-07   0.255790E-02   0.253333E-05
    57   0.179457E+04   0.172038E+00   0.000000E+00  -0.672241E+00   0.333922E-07   0.252810E-02   0.245466E-05
    58   0.180874E+04   0.181229E+00   0.000000E+00  -0.964228E+00   0.333451E-07   0.249886E-02   0.238187E-05
    59   0.182334E+04   0.190620E+00   0.000000E+00  -0.126870E+01   0.332931E-07   0.247010E-02   0.231414E-05
    60   0.183835E+04   0.200270E+00   0.000000E+00  -0.158462E+01   0.332365E-07   0.244171E-02   0.225060E-05
    61   0.185404E+04   0.210273E+00   0.000000E+00  -0.191088E+01   0.331755E-07   0.241359E-02   0.219040E-05
    62   0.186981E+04   0.220611E+00   0.000000E+00  -0.224855E+01   0.331103E-07   0.238573E-02   0.213248E-05
    63   0.188586E+04   0.231239E+00   0.000000E+00  -0.259884E+01   0.330411E-07   0.235812E-02   0.207577E-05
    64   0.190250E+04   0.242161E+00   0.000000E+00  -0.296319E+01   0.329683E-07   0.233074E-02   0.201918E-05
    65   0.191933E+04   0.253346E+00   0.000000E+00  -0.334243E+01   0.328921E-07   0.230359E-02   0.196165E-05
