#    L    TT             EE             BB             TE          
     2   0.188046E+05   0.502341E-01   0.930751E-06  -0.162621E+01
     3   0.198861E+05   0.857877E-01   0.186166E-05  -0.112187E+01
     4   0.198999E+05   0.981826E-01   0.310312E-05   0.228629E+01
     5   0.195215E+05   0.877463E-01   0.465535E-05   0.524621E+01
     6   0.190448E+05   0.654479E-01   0.651860E-05   0.689382E+01
     7   0.185457E+05   0.425999E-01   0.869318E-05   0.738294E+01
     8   0.180266E+05   0.258562E-01   0.111794E-04   0.715213E+01
     9   0.175157E+05   0.164907E-01   0.139778E-04   0.660669E+01
    10   0.170167E+05   0.125031E-01   0.170887E-04   0.596431E+01
    11   0.165401E+05   0.110839E-01   0.205126E-04   0.538018E+01
    12   0.160839E+05   0.102516E-01   0.242500E-04   0.492397E+01
    13   0.156453E+05   0.917128E-02   0.283014E-04   0.458833E+01
    14   0.152240E+05   0.805677E-02   0.326675E-04   0.434671E+01
    15   0.148193E+05   0.718058E-02   0.373488E-04   0.416220E+01
    16   0.144306E+05   0.673116E-02   0.423460E-04   0.400470E+01
    17   0.140575E+05   0.672259E-02   0.476597E-04   0.387828E+01
    18   0.136986E+05   0.692917E-02   0.532905E-04   0.378798E+01
    19   0.133538E+05   0.718886E-02   0.592391E-04   0.370155E+01
    20   0.130202E+05   0.745358E-02   0.655061E-04   0.358973E+01
    21   0.126982E+05   0.780033E-02   0.720923E-04   0.348665E+01
    22   0.123880E+05   0.839206E-02   0.789982E-04   0.342539E+01
    23   0.120888E+05   0.925119E-02   0.862246E-04   0.337630E+01
    24   0.118001E+05   0.103350E-01   0.937721E-04   0.330276E+01
    25   0.115212E+05   0.116515E-01   0.101641E-03   0.320302E+01
    26   0.112515E+05   0.131807E-01   0.109833E-03   0.309325E+01
    27   0.109907E+05   0.149030E-01   0.118347E-03   0.301926E+01
    28   0.107383E+05   0.168260E-01   0.127185E-03   0.301870E+01
    29   0.104940E+05   0.189507E-01   0.136347E-03   0.306167E+01
    30   0.102579E+05   0.212798E-01   0.145833E-03   0.310477E+01
    31   0.100296E+05   0.237887E-01   0.155644E-03   0.312442E+01
    32   0.980912E+04   0.264449E-01   0.165781E-03   0.310655E+01
    33   0.959605E+04   0.292593E-01   0.176244E-03   0.305534E+01
    34   0.938981E+04   0.322638E-01   0.187033E-03   0.298089E+01
    35   0.919019E+04   0.354833E-01   0.198148E-03   0.289568E+01
    36   0.899696E+04   0.389412E-01   0.209591E-03   0.280931E+01
    37   0.880994E+04   0.426308E-01   0.221360E-03   0.272116E+01
    38   0.862923E+04   0.465483E-01   0.233457E-03   0.263043E+01
    39   0.845458E+04   0.507042E-01   0.245882E-03   0.253702E+01
    40   0.828548E+04   0.551184E-01   0.258634E-03   0.244075E+01
    41   0.812183E+04   0.598109E-01   0.271714E-03   0.234084E+01
    42   0.796320E+04   0.647832E-01   0.285122E-03   0.223482E+01
    43   0.780957E+04   0.700317E-01   0.298858E-03   0.211984E+01
    44   0.766060E+04   0.755381E-01   0.312922E-03   0.199393E+01
    45   0.751650E+04   0.812944E-01   0.327315E-03   0.185521E+01
    46   0.737704E+04   0.872973E-01   0.342035E-03   0.170051E+01
    47   0.724200E+04   0.935491E-01   0.357084E-03   0.153155E+01
    48   0.711127E+04   0.100060E+00   0.372460E-03   0.135389E+01
    49   0.698488E+04   0.106819E+00   0.388164E-03   0.117251E+01
    50   0.686301E+04   0.113807E+00   0.404197E-03   0.985605E+00
    51   0.674537E+04   0.120999E+00   0.420557E-03   0.789506E+00
    52   0.663202E+04   0.128478E+00   0.437245E-03   0.578701E+00
    53   0.652240E+04   0.136387E+00   0.454260E-03   0.349070E+00
    54   0.641627E+04   0.144714E+00   0.471603E-03   0.104463E+00
    55   0.631365E+04   0.153431E+00   0.489274E-03  -0.151157E+00
    56   0.621460E+04   0.162393E+00   0.507272E-03  -0.419772E+00
    57   0.611896E+04   0.171493E+00   0.525598E-03  -0.700850E+00
    58   0.602663E+04   0.180742E+00   0.544251E-03  -0.994461E+00
    59   0.593739E+04   0.190184E+00   0.563231E-03  -0.130070E+01
    60   0.585116E+04   0.199873E+00   0.582539E-03  -0.161822E+01
    61   0.576816E+04   0.209906E+00   0.602175E-03  -0.194568E+01
    62   0.568772E+04   0.220268E+00   0.622139E-03  -0.228413E+01
    63   0.560998E+04   0.230917E+00   0.642430E-03  -0.263482E+01
    64   0.553518E+04   0.241862E+00   0.663050E-03  -0.299924E+01
    65   0.546287E+04   0.253075E+00   0.683998E-03  -0.337828E+01
    66   0.539328E+04   0.264488E+00   0.705275E-03  -0.377032E+01
    67   0.532618E+04   0.276101E+00   0.726880E-03  -0.417277E+01
    68   0.526181E+04   0.287956E+00   0.748816E-03  -0.458408E+01
    69   0.519990E+04   0.300012E+00   0.771081E-03  -0.500265E+01
    70   0.514051E+04   0.312312E+00   0.793677E-03  -0.543029E+01
    71   0.508345E+04   0.324845E+00   0.816603E-03  -0.586951E+01
    72   0.502868E+04   0.337584E+00   0.839861E-03  -0.632168E+01
    73   0.497609E+04   0.350495E+00   0.863452E-03  -0.678740E+01
    74   0.492564E+04   0.363567E+00   0.887376E-03  -0.726580E+01
    75   0.487739E+04   0.376811E+00   0.911634E-03  -0.775538E+01
    76   0.483123E+04   0.390227E+00   0.936226E-03  -0.825549E+01
    77   0.478717E+04   0.403807E+00   0.961155E-03  -0.876580E+01
    78   0.474524E+04   0.417577E+00   0.986420E-03  -0.928758E+01
    79   0.470524E+04   0.431482E+00   0.101202E-02  -0.981686E+01
    80   0.466726E+04   0.445526E+00   0.103796E-02  -0.103549E+02
    81   0.463119E+04   0.459658E+00   0.106425E-02  -0.109021E+02
    82   0.459705E+04   0.473900E+00   0.109087E-02  -0.114575E+02
    83   0.456475E+04   0.488227E+00   0.111784E-02  -0.120209E+02
    84   0.453431E+04   0.502636E+00   0.114515E-02  -0.125906E+02
    85   0.450557E+04   0.517101E+00   0.117280E-02  -0.131679E+02
    86   0.447855E+04   0.531635E+00   0.120081E-02  -0.137516E+02
    87   0.445343E+04   0.546207E+00   0.122916E-02  -0.143412E+02
    88   0.442971E+04   0.560833E+00   0.125786E-02  -0.149366E+02
    89   0.440769E+04   0.575499E+00   0.128691E-02  -0.155394E+02
    90   0.438718E+04   0.590166E+00   0.131632E-02  -0.161466E+02
    91   0.436805E+04   0.604828E+00   0.134608E-02  -0.167590E+02
    92   0.435041E+04   0.619471E+00   0.137620E-02  -0.173759E+02
    93   0.433426E+04   0.634087E+00   0.140667E-02  -0.179973E+02
    94   0.431932E+04   0.648641E+00   0.143751E-02  -0.186219E+02
    95   0.430582E+04   0.663133E+00   0.146871E-02  -0.192502E+02
    96   0.429342E+04   0.677549E+00   0.150027E-02  -0.198818E+02
    97   0.428254E+04   0.691875E+00   0.153220E-02  -0.205158E+02
    98   0.427294E+04   0.706104E+00   0.156449E-02  -0.211501E+02
    99   0.426444E+04   0.720200E+00   0.159716E-02  -0.217876E+02
   100   0.425725E+04   0.734164E+00   0.163020E-02  -0.224240E+02
   101   0.425119E+04   0.748056E+00   0.166361E-02  -0.230622E+02
   102   0.424660E+04   0.761728E+00   0.169740E-02  -0.237001E+02
   103   0.424287E+04   0.775254E+00   0.173156E-02  -0.243384E+02
   104   0.424027E+04   0.788637E+00   0.176611E-02  -0.249742E+02
   105   0.423870E+04   0.801802E+00   0.180103E-02  -0.256091E+02
   106   0.423822E+04   0.814824E+00   0.183635E-02  -0.262423E+02
   107   0.423849E+04   0.827555E+00   0.187204E-02  -0.268723E+02
   108   0.423994E+04   0.840071E+00   0.190813E-02  -0.275000E+02
   109   0.424233E+04   0.852299E+00   0.194461E-02  -0.281239E+02
   110   0.424555E+04   0.864237E+00   0.198148E-02  -0.287426E+02
   111   0.424966E+04   0.875963E+00   0.201875E-02  -0.293575E+02
   112   0.425463E+04   0.887402E+00   0.205641E-02  -0.299679E+02
   113   0.426053E+04   0.898553E+00   0.209448E-02  -0.305724E+02
   114   0.426720E+04   0.909344E+00   0.213295E-02  -0.311701E+02
   115   0.427475E+04   0.919924E+00   0.217182E-02  -0.317610E+02
   116   0.428297E+04   0.930068E+00   0.221110E-02  -0.323445E+02
   117   0.429212E+04   0.939854E+00   0.225079E-02  -0.329197E+02
   118   0.430204E+04   0.949428E+00   0.229089E-02  -0.334873E+02
   119   0.431258E+04   0.958644E+00   0.233140E-02  -0.340452E+02
