#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.305802E+04   0.503249E-01   0.000000E+00   0.103432E+01   0.121442E-07   0.366950E-02  -0.104540E-04
     3   0.308809E+04   0.770424E-01   0.000000E+00   0.344241E+00   0.133623E-07   0.403122E-02  -0.111634E-04
     4   0.306510E+04   0.827036E-01   0.000000E+00   0.661314E+00   0.145504E-07   0.422965E-02  -0.922272E-05
     5   0.301305E+04   0.722934E-01   0.000000E+00   0.194247E+01   0.156694E-07   0.433717E-02  -0.556715E-05
     6   0.294162E+04   0.570087E-01   0.000000E+00   0.383928E+01   0.167107E-07   0.438962E-02  -0.959083E-06
     7   0.285911E+04   0.459732E-01   0.000000E+00   0.590829E+01   0.176811E-07   0.440783E-02   0.391153E-05
     8   0.276979E+04   0.426079E-01   0.000000E+00   0.775633E+01   0.185858E-07   0.440248E-02   0.844434E-05
     9   0.267741E+04   0.451826E-01   0.000000E+00   0.911549E+01   0.194315E-07   0.438108E-02   0.121836E-04
    10   0.258687E+04   0.495672E-01   0.000000E+00   0.987443E+01   0.202213E-07   0.434987E-02   0.148713E-04
    11   0.250433E+04   0.520016E-01   0.000000E+00   0.100526E+02   0.209655E-07   0.431657E-02   0.164549E-04
    12   0.243158E+04   0.506387E-01   0.000000E+00   0.974414E+01   0.216622E-07   0.428303E-02   0.170022E-04
    13   0.236475E+04   0.457652E-01   0.000000E+00   0.909048E+01   0.223142E-07   0.424835E-02   0.166840E-04
    14   0.230083E+04   0.389448E-01   0.000000E+00   0.824060E+01   0.229259E-07   0.421160E-02   0.157121E-04
    15   0.224008E+04   0.318899E-01   0.000000E+00   0.734502E+01   0.234989E-07   0.417162E-02   0.144008E-04
    16   0.218343E+04   0.260735E-01   0.000000E+00   0.653833E+01   0.240348E-07   0.412796E-02   0.130552E-04
    17   0.213148E+04   0.220828E-01   0.000000E+00   0.588660E+01   0.245368E-07   0.408252E-02   0.118637E-04
    18   0.208380E+04   0.199656E-01   0.000000E+00   0.542717E+01   0.250081E-07   0.403727E-02   0.109521E-04
    19   0.204085E+04   0.193463E-01   0.000000E+00   0.514403E+01   0.254491E-07   0.399192E-02   0.103183E-04
    20   0.200050E+04   0.197990E-01   0.000000E+00   0.500224E+01   0.258604E-07   0.394589E-02   0.993122E-05
    21   0.196310E+04   0.208513E-01   0.000000E+00   0.495879E+01   0.262449E-07   0.389936E-02   0.976849E-05
    22   0.192901E+04   0.221323E-01   0.000000E+00   0.496761E+01   0.266056E-07   0.385273E-02   0.979109E-05
    23   0.189799E+04   0.233647E-01   0.000000E+00   0.498343E+01   0.269432E-07   0.380625E-02   0.988456E-05
    24   0.186999E+04   0.243081E-01   0.000000E+00   0.496685E+01   0.272583E-07   0.376019E-02   0.992676E-05
    25   0.184486E+04   0.249506E-01   0.000000E+00   0.490100E+01   0.275524E-07   0.371468E-02   0.983625E-05
    26   0.182232E+04   0.253256E-01   0.000000E+00   0.478025E+01   0.278272E-07   0.366982E-02   0.956680E-05
    27   0.180246E+04   0.255851E-01   0.000000E+00   0.461399E+01   0.280838E-07   0.362559E-02   0.917094E-05
    28   0.178495E+04   0.259321E-01   0.000000E+00   0.441745E+01   0.283232E-07   0.358193E-02   0.871620E-05
    29   0.176965E+04   0.265409E-01   0.000000E+00   0.420889E+01   0.285449E-07   0.353887E-02   0.823318E-05
    30   0.175630E+04   0.275632E-01   0.000000E+00   0.400433E+01   0.287487E-07   0.349644E-02   0.774015E-05
    31   0.174463E+04   0.290493E-01   0.000000E+00   0.381409E+01   0.289366E-07   0.345459E-02   0.724315E-05
    32   0.173475E+04   0.310041E-01   0.000000E+00   0.364580E+01   0.291107E-07   0.341325E-02   0.675417E-05
    33   0.172654E+04   0.334021E-01   0.000000E+00   0.350213E+01   0.292715E-07   0.337226E-02   0.632123E-05
