#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.121949E+04   0.535623E-01   0.000000E+00   0.295550E+01   0.418472E-07   0.353891E-02  -0.154112E-04
     3   0.113459E+04   0.858386E-01   0.000000E+00   0.354194E+01   0.505289E-07   0.361474E-02  -0.184818E-04
     4   0.105640E+04   0.944953E-01   0.000000E+00   0.357059E+01   0.579568E-07   0.360164E-02  -0.181093E-04
     5   0.995493E+03   0.819840E-01   0.000000E+00   0.332698E+01   0.644083E-07   0.354627E-02  -0.153359E-04
     6   0.950112E+03   0.592998E-01   0.000000E+00   0.299114E+01   0.700438E-07   0.347001E-02  -0.110939E-04
     7   0.917378E+03   0.372791E-01   0.000000E+00   0.264816E+01   0.750105E-07   0.338505E-02  -0.626868E-05
     8   0.893921E+03   0.219151E-01   0.000000E+00   0.233197E+01   0.794116E-07   0.329452E-02  -0.165434E-05
     9   0.877375E+03   0.139618E-01   0.000000E+00   0.204815E+01   0.833343E-07   0.319968E-02   0.213508E-05
    10   0.866308E+03   0.110656E-01   0.000000E+00   0.180122E+01   0.868325E-07   0.310378E-02   0.477436E-05
    11   0.859672E+03   0.102554E-01   0.000000E+00   0.159718E+01   0.899812E-07   0.301286E-02   0.622367E-05
    12   0.857744E+03   0.956730E-02   0.000000E+00   0.144269E+01   0.927972E-07   0.292882E-02   0.658161E-05
    13   0.858469E+03   0.827909E-02   0.000000E+00   0.133092E+01   0.953168E-07   0.285073E-02   0.602217E-05
    14   0.860603E+03   0.674254E-02   0.000000E+00   0.125199E+01   0.975821E-07   0.277725E-02   0.477167E-05
    15   0.864320E+03   0.540537E-02   0.000000E+00   0.120555E+01   0.996168E-07   0.270600E-02   0.323830E-05
    16   0.869975E+03   0.461220E-02   0.000000E+00   0.119256E+01   0.101441E-06   0.263527E-02   0.181887E-05
    17   0.877524E+03   0.441949E-02   0.000000E+00   0.120672E+01   0.103079E-06   0.256652E-02   0.713735E-06
    18   0.886058E+03   0.461169E-02   0.000000E+00   0.124138E+01   0.104549E-06   0.250140E-02   0.305983E-07
    19   0.896363E+03   0.502178E-02   0.000000E+00   0.128902E+01   0.105862E-06   0.243932E-02  -0.295651E-06
    20   0.906712E+03   0.557553E-02   0.000000E+00   0.134058E+01   0.107024E-06   0.237929E-02  -0.350277E-06
    21   0.917452E+03   0.625410E-02   0.000000E+00   0.139610E+01   0.108053E-06   0.232093E-02  -0.134752E-06
    22   0.928866E+03   0.712816E-02   0.000000E+00   0.145559E+01   0.108966E-06   0.226418E-02   0.333666E-06
    23   0.940773E+03   0.821159E-02   0.000000E+00   0.151483E+01   0.109770E-06   0.220941E-02   0.891896E-06
    24   0.953232E+03   0.947108E-02   0.000000E+00   0.156952E+01   0.110471E-06   0.215702E-02   0.135803E-05
    25   0.966183E+03   0.109125E-01   0.000000E+00   0.161912E+01   0.111077E-06   0.210698E-02   0.161451E-05
    26   0.979435E+03   0.125112E-01   0.000000E+00   0.166519E+01   0.111599E-06   0.205913E-02   0.160180E-05
    27   0.993211E+03   0.142462E-01   0.000000E+00   0.170658E+01   0.112042E-06   0.201311E-02   0.142622E-05
    28   0.100735E+04   0.161302E-01   0.000000E+00   0.174299E+01   0.112414E-06   0.196865E-02   0.121150E-05
    29   0.102190E+04   0.181921E-01   0.000000E+00   0.177487E+01   0.112713E-06   0.192594E-02   0.988877E-06
    30   0.103677E+04   0.204647E-01   0.000000E+00   0.180131E+01   0.112940E-06   0.188515E-02   0.761389E-06
    31   0.105181E+04   0.229411E-01   0.000000E+00   0.182133E+01   0.113106E-06   0.184598E-02   0.511543E-06
    32   0.106727E+04   0.255993E-01   0.000000E+00   0.183375E+01   0.113218E-06   0.180801E-02   0.236475E-06
