#    L    TT             EE             BB             TE          
     2   0.133450E+04   0.522537E-01   0.111747E-05   0.252801E+01
     3   0.125188E+04   0.834247E-01   0.223529E-05   0.287334E+01
     4   0.117440E+04   0.913962E-01   0.372626E-05   0.285607E+01
     5   0.111253E+04   0.789252E-01   0.559081E-05   0.273419E+01
     6   0.106470E+04   0.570112E-01   0.782952E-05   0.262764E+01
     7   0.102851E+04   0.362551E-01   0.104431E-04   0.255550E+01
     8   0.100082E+04   0.223090E-01   0.134322E-04   0.249474E+01
     9   0.979365E+03   0.156017E-01   0.167977E-04   0.241148E+01
    10   0.963078E+03   0.135519E-01   0.205406E-04   0.229134E+01
    11   0.951594E+03   0.130927E-01   0.246618E-04   0.213951E+01
    12   0.945416E+03   0.122825E-01   0.291625E-04   0.197282E+01
    13   0.942258E+03   0.105319E-01   0.340438E-04   0.180264E+01
    14   0.940615E+03   0.834930E-02   0.393068E-04   0.163876E+01
    15   0.940615E+03   0.634269E-02   0.449529E-04   0.149998E+01
    16   0.942636E+03   0.499810E-02   0.509832E-04   0.140426E+01
    17   0.946700E+03   0.443464E-02   0.573990E-04   0.135423E+01
    18   0.951955E+03   0.446451E-02   0.642017E-04   0.134838E+01
    19   0.959153E+03   0.488775E-02   0.713925E-04   0.137738E+01
    20   0.966524E+03   0.557905E-02   0.789728E-04   0.142815E+01
    21   0.974420E+03   0.645668E-02   0.869437E-04   0.149478E+01
    22   0.983141E+03   0.753059E-02   0.953066E-04   0.157103E+01
    23   0.992510E+03   0.877456E-02   0.104063E-03   0.164696E+01
    24   0.100259E+04   0.101266E-01   0.113213E-03   0.171330E+01
    25   0.101332E+04   0.115894E-01   0.122759E-03   0.176721E+01
    26   0.102450E+04   0.131456E-01   0.132701E-03   0.180926E+01
    27   0.103635E+04   0.147971E-01   0.143041E-03   0.184003E+01
    28   0.104869E+04   0.165818E-01   0.153779E-03   0.186155E+01
    29   0.106156E+04   0.185481E-01   0.164917E-03   0.187670E+01
    30   0.107485E+04   0.207449E-01   0.176454E-03   0.188675E+01
    31   0.108841E+04   0.231730E-01   0.188392E-03   0.189213E+01
    32   0.110247E+04   0.258144E-01   0.200731E-03   0.189274E+01
    33   0.111700E+04   0.286725E-01   0.213472E-03   0.188750E+01
    34   0.113181E+04   0.317647E-01   0.226615E-03   0.187661E+01
    35   0.114686E+04   0.350953E-01   0.240160E-03   0.186350E+01
    36   0.116210E+04   0.386669E-01   0.254107E-03   0.184926E+01
    37   0.117754E+04   0.424570E-01   0.268457E-03   0.182633E+01
    38   0.119351E+04   0.464507E-01   0.283209E-03   0.178901E+01
    39   0.120998E+04   0.506603E-01   0.298364E-03   0.173890E+01
    40   0.122666E+04   0.551104E-01   0.313921E-03   0.167919E+01
    41   0.124363E+04   0.598256E-01   0.329880E-03   0.161194E+01
    42   0.126065E+04   0.648103E-01   0.346240E-03   0.153543E+01
    43   0.127788E+04   0.700638E-01   0.363002E-03   0.144701E+01
    44   0.129515E+04   0.755704E-01   0.380164E-03   0.134494E+01
    45   0.131284E+04   0.813248E-01   0.397726E-03   0.122752E+01
    46   0.133087E+04   0.873261E-01   0.415688E-03   0.109189E+01
    47   0.134908E+04   0.935770E-01   0.434048E-03   0.940243E+00
    48   0.136742E+04   0.100088E+00   0.452807E-03   0.778716E+00
    49   0.138595E+04   0.106849E+00   0.471963E-03   0.612847E+00
    50   0.140490E+04   0.113839E+00   0.491515E-03   0.441391E+00
    51   0.142405E+04   0.121036E+00   0.511464E-03   0.261144E+00
    52   0.144363E+04   0.128520E+00   0.531808E-03   0.667026E-01
    53   0.146325E+04   0.136436E+00   0.552546E-03  -0.146040E+00
    54   0.148283E+04   0.144770E+00   0.573678E-03  -0.373220E+00
    55   0.150260E+04   0.153496E+00   0.595204E-03  -0.610861E+00
