#    L    TT             EE             BB             TE          
     2   0.305802E+04   0.503254E-01   0.494236E-06   0.103432E+01
     3   0.308810E+04   0.770434E-01   0.988600E-06   0.344241E+00
     4   0.306510E+04   0.827052E-01   0.164795E-05   0.661314E+00
     5   0.301305E+04   0.722959E-01   0.247246E-05   0.194247E+01
     6   0.294162E+04   0.570122E-01   0.346234E-05   0.383928E+01
     7   0.285911E+04   0.459778E-01   0.461783E-05   0.590829E+01
     8   0.276980E+04   0.426138E-01   0.593921E-05   0.775633E+01
     9   0.267742E+04   0.451900E-01   0.742682E-05   0.911549E+01
    10   0.258689E+04   0.495763E-01   0.908098E-05   0.987443E+01
    11   0.250435E+04   0.520125E-01   0.109021E-04   0.100526E+02
    12   0.243159E+04   0.506516E-01   0.128906E-04   0.974414E+01
    13   0.236477E+04   0.457803E-01   0.150468E-04   0.909048E+01
    14   0.230085E+04   0.389622E-01   0.173713E-04   0.824059E+01
    15   0.224010E+04   0.319097E-01   0.198644E-04   0.734501E+01
    16   0.218346E+04   0.260960E-01   0.225268E-04   0.653831E+01
    17   0.213152E+04   0.221081E-01   0.253588E-04   0.588658E+01
    18   0.208384E+04   0.199939E-01   0.283610E-04   0.542714E+01
    19   0.204089E+04   0.193778E-01   0.315338E-04   0.514399E+01
    20   0.200054E+04   0.198338E-01   0.348778E-04   0.500220E+01
    21   0.196315E+04   0.208896E-01   0.383934E-04   0.495874E+01
    22   0.192906E+04   0.221744E-01   0.420812E-04   0.496755E+01
    23   0.189805E+04   0.234106E-01   0.459417E-04   0.498337E+01
    24   0.187005E+04   0.243580E-01   0.499752E-04   0.496677E+01
    25   0.184493E+04   0.250047E-01   0.541822E-04   0.490092E+01
    26   0.182240E+04   0.253841E-01   0.585632E-04   0.478015E+01
    27   0.180254E+04   0.256481E-01   0.631185E-04   0.461387E+01
    28   0.178503E+04   0.259998E-01   0.678486E-04   0.441732E+01
    29   0.176975E+04   0.266134E-01   0.727537E-04   0.420874E+01
    30   0.175640E+04   0.276408E-01   0.778343E-04   0.400417E+01
    31   0.174473E+04   0.291321E-01   0.830906E-04   0.381391E+01
    32   0.173487E+04   0.310923E-01   0.885228E-04   0.364560E+01
    33   0.172666E+04   0.334958E-01   0.941312E-04   0.350191E+01
    34   0.171982E+04   0.363138E-01   0.999160E-04   0.338454E+01
    35   0.171423E+04   0.394867E-01   0.105877E-03   0.329328E+01
    36   0.170980E+04   0.429526E-01   0.112015E-03   0.322315E+01
    37   0.170654E+04   0.466388E-01   0.118330E-03   0.315592E+01
    38   0.170478E+04   0.504924E-01   0.124822E-03   0.307590E+01
    39   0.170440E+04   0.545241E-01   0.131490E-03   0.298192E+01
    40   0.170504E+04   0.587662E-01   0.138335E-03   0.287626E+01
    41   0.170670E+04   0.632512E-01   0.145357E-03   0.276031E+01
    42   0.170910E+04   0.679927E-01   0.152556E-03   0.263280E+01
    43   0.171235E+04   0.729992E-01   0.159931E-03   0.249176E+01
    44   0.171626E+04   0.782646E-01   0.167483E-03   0.233615E+01
    45   0.172115E+04   0.837929E-01   0.175211E-03   0.216499E+01
    46   0.172692E+04   0.895906E-01   0.183116E-03   0.197615E+01
    47   0.173337E+04   0.956594E-01   0.191196E-03   0.177288E+01
    48   0.174042E+04   0.102007E+00   0.199452E-03   0.156237E+01
    49   0.174809E+04   0.108618E+00   0.207884E-03   0.135125E+01
    50   0.175659E+04   0.115472E+00   0.216492E-03   0.113936E+01
    51   0.176567E+04   0.122541E+00   0.225274E-03   0.924207E+00
    52   0.177555E+04   0.129906E+00   0.234232E-03   0.699692E+00
    53   0.178583E+04   0.137711E+00   0.243365E-03   0.460644E+00
    54   0.179646E+04   0.145943E+00   0.252672E-03   0.209862E+00
    55   0.180764E+04   0.154575E+00   0.262154E-03  -0.497390E-01
    56   0.181959E+04   0.163459E+00   0.271809E-03  -0.321063E+00
    57   0.183222E+04   0.172490E+00   0.281640E-03  -0.603991E+00
    58   0.184548E+04   0.181681E+00   0.291644E-03  -0.898876E+00
    59   0.185921E+04   0.191073E+00   0.301822E-03  -0.120610E+01
    60   0.187338E+04   0.200725E+00   0.312174E-03  -0.152460E+01
    61   0.188825E+04   0.210732E+00   0.322700E-03  -0.185327E+01
    62   0.190323E+04   0.221075E+00   0.333399E-03  -0.219316E+01
    63   0.191852E+04   0.231707E+00   0.344273E-03  -0.254549E+01
    64   0.193441E+04   0.242635E+00   0.355320E-03  -0.291171E+01
    65   0.195052E+04   0.253826E+00   0.366541E-03  -0.329265E+01
    66   0.196714E+04   0.265208E+00   0.377936E-03  -0.368676E+01
    67   0.198411E+04   0.276780E+00   0.389506E-03  -0.409185E+01
    68   0.200169E+04   0.288583E+00   0.401250E-03  -0.450690E+01
