#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.189940E+05   0.494627E-01   0.000000E+00  -0.228250E+01   0.336253E-08   0.558119E-02  -0.846441E-05
     3   0.200148E+05   0.855995E-01   0.000000E+00  -0.134832E+01   0.469285E-08   0.647779E-02  -0.130456E-04
     4   0.199892E+05   0.981297E-01   0.000000E+00   0.221461E+01   0.621232E-08   0.701275E-02  -0.147722E-04
     5   0.195863E+05   0.877322E-01   0.000000E+00   0.523138E+01   0.777946E-08   0.731240E-02  -0.137022E-04
     6   0.190939E+05   0.654448E-01   0.000000E+00   0.689961E+01   0.933884E-08   0.747161E-02  -0.106026E-04
     7   0.185843E+05   0.425977E-01   0.000000E+00   0.739493E+01   0.108711E-07   0.755237E-02  -0.646934E-05
     8   0.180578E+05   0.258514E-01   0.000000E+00   0.716468E+01   0.123697E-07   0.757732E-02  -0.224565E-05
     9   0.175415E+05   0.164821E-01   0.000000E+00   0.661791E+01   0.138329E-07   0.756105E-02   0.135661E-05
    10   0.170384E+05   0.124904E-01   0.000000E+00   0.597380E+01   0.152558E-07   0.751166E-02   0.390734E-05
    11   0.165587E+05   0.110669E-01   0.000000E+00   0.538810E+01   0.166410E-07   0.744793E-02   0.525451E-05
    12   0.160999E+05   0.102302E-01   0.000000E+00   0.493063E+01   0.179835E-07   0.737376E-02   0.546759E-05
    13   0.156593E+05   0.914533E-02   0.000000E+00   0.459399E+01   0.192829E-07   0.729183E-02   0.479352E-05
    14   0.152363E+05   0.802604E-02   0.000000E+00   0.435153E+01   0.205402E-07   0.720526E-02   0.352016E-05
    15   0.148303E+05   0.714485E-02   0.000000E+00   0.416635E+01   0.217558E-07   0.711401E-02   0.199545E-05
    16   0.144404E+05   0.669019E-02   0.000000E+00   0.400833E+01   0.229301E-07   0.701802E-02   0.546076E-06
    17   0.140663E+05   0.667612E-02   0.000000E+00   0.388151E+01   0.240657E-07   0.691943E-02  -0.623942E-06
    18   0.137066E+05   0.687692E-02   0.000000E+00   0.379087E+01   0.251646E-07   0.682037E-02  -0.137514E-05
    19   0.133611E+05   0.713054E-02   0.000000E+00   0.370414E+01   0.262266E-07   0.672061E-02  -0.170026E-05
    20   0.130269E+05   0.738887E-02   0.000000E+00   0.359203E+01   0.272515E-07   0.661967E-02  -0.164016E-05
    21   0.127043E+05   0.772894E-02   0.000000E+00   0.348869E+01   0.282417E-07   0.651824E-02  -0.130034E-05
    22   0.123936E+05   0.831370E-02   0.000000E+00   0.342724E+01   0.291995E-07   0.641718E-02  -0.800924E-06
    23   0.120940E+05   0.916558E-02   0.000000E+00   0.337801E+01   0.301252E-07   0.631675E-02  -0.260627E-06
    24   0.118049E+05   0.102418E-01   0.000000E+00   0.330436E+01   0.310191E-07   0.621710E-02   0.206552E-06
    25   0.115257E+05   0.115504E-01   0.000000E+00   0.320450E+01   0.318823E-07   0.611850E-02   0.501394E-06
    26   0.112557E+05   0.130714E-01   0.000000E+00   0.309460E+01   0.327161E-07   0.602121E-02   0.562112E-06
    27   0.109946E+05   0.147852E-01   0.000000E+00   0.302051E+01   0.335217E-07   0.592526E-02   0.460029E-06
    28   0.107419E+05   0.166994E-01   0.000000E+00   0.301988E+01   0.342997E-07   0.583063E-02   0.286001E-06
    29   0.104975E+05   0.188150E-01   0.000000E+00   0.306281E+01   0.350495E-07   0.573735E-02   0.788412E-07
    30   0.102611E+05   0.211347E-01   0.000000E+00   0.310586E+01   0.357703E-07   0.564543E-02  -0.142365E-06
    31   0.100326E+05   0.236339E-01   0.000000E+00   0.312547E+01   0.364644E-07   0.555493E-02  -0.385144E-06
    32   0.981194E+04   0.262801E-01   0.000000E+00   0.310757E+01   0.371338E-07   0.546586E-02  -0.645255E-06
    33   0.959870E+04   0.290841E-01   0.000000E+00   0.305633E+01   0.377790E-07   0.537782E-02  -0.845249E-06
    34   0.939232E+04   0.320780E-01   0.000000E+00   0.298185E+01   0.384002E-07   0.529047E-02  -0.904691E-06
    35   0.919255E+04   0.352865E-01   0.000000E+00   0.289664E+01   0.389981E-07   0.520393E-02  -0.803005E-06
    36   0.899919E+04   0.387332E-01   0.000000E+00   0.281025E+01   0.395732E-07   0.511851E-02  -0.559931E-06
    37   0.881204E+04   0.424113E-01   0.000000E+00   0.272209E+01   0.401264E-07   0.503474E-02  -0.296633E-06
    38   0.863122E+04   0.463169E-01   0.000000E+00   0.263137E+01   0.406581E-07   0.495304E-02  -0.126933E-06
    39   0.845646E+04   0.504607E-01   0.000000E+00   0.253796E+01   0.411687E-07   0.487308E-02  -0.356938E-07
    40   0.828726E+04   0.548624E-01   0.000000E+00   0.244170E+01   0.416584E-07   0.479439E-02   0.242323E-07
    41   0.812350E+04   0.595423E-01   0.000000E+00   0.234179E+01   0.421275E-07   0.471659E-02   0.894887E-07
    42   0.796478E+04   0.645016E-01   0.000000E+00   0.223579E+01   0.425766E-07   0.463968E-02   0.155377E-06
    43   0.781106E+04   0.697368E-01   0.000000E+00   0.212083E+01   0.430061E-07   0.456376E-02   0.206921E-06
    44   0.766201E+04   0.752297E-01   0.000000E+00   0.199494E+01   0.434168E-07   0.448893E-02   0.229190E-06
    45   0.751783E+04   0.809722E-01   0.000000E+00   0.185623E+01   0.438090E-07   0.441530E-02   0.207293E-06
    46   0.737829E+04   0.869610E-01   0.000000E+00   0.170155E+01   0.441833E-07   0.434293E-02   0.132227E-06
    47   0.724318E+04   0.931985E-01   0.000000E+00   0.153261E+01   0.445402E-07   0.427175E-02   0.183829E-07
