#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.592019E+04   0.522735E-01   0.000000E+00   0.480097E+00   0.147270E-07   0.549062E-02  -0.114791E-04
     3   0.658426E+04   0.864730E-01   0.000000E+00   0.102020E+01   0.176338E-07   0.624024E-02  -0.149976E-04
     4   0.676791E+04   0.971595E-01   0.000000E+00   0.247382E+01   0.205148E-07   0.664323E-02  -0.155410E-04
     5   0.673047E+04   0.856976E-01   0.000000E+00   0.368171E+01   0.232664E-07   0.684284E-02  -0.136293E-04
     6   0.661237E+04   0.629471E-01   0.000000E+00   0.426464E+01   0.258534E-07   0.692555E-02  -0.100339E-04
     7   0.646431E+04   0.400267E-01   0.000000E+00   0.428845E+01   0.282802E-07   0.694127E-02  -0.565106E-05
     8   0.629861E+04   0.233969E-01   0.000000E+00   0.397251E+01   0.305557E-07   0.691075E-02  -0.133063E-05
     9   0.613127E+04   0.142240E-01   0.000000E+00   0.352860E+01   0.326933E-07   0.684833E-02   0.227050E-05
    10   0.596753E+04   0.104449E-01   0.000000E+00   0.307647E+01   0.346983E-07   0.676213E-02   0.477307E-05
    11   0.581161E+04   0.922024E-02   0.000000E+00   0.270228E+01   0.365897E-07   0.666792E-02   0.607745E-05
    12   0.566406E+04   0.856899E-02   0.000000E+00   0.244241E+01   0.383657E-07   0.656959E-02   0.626920E-05
    13   0.552332E+04   0.765000E-02   0.000000E+00   0.228154E+01   0.400341E-07   0.646875E-02   0.556500E-05
    14   0.538892E+04   0.667144E-02   0.000000E+00   0.219216E+01   0.416059E-07   0.636715E-02   0.422749E-05
    15   0.526100E+04   0.591517E-02   0.000000E+00   0.214708E+01   0.430869E-07   0.626389E-02   0.263413E-05
    16   0.513973E+04   0.557862E-02   0.000000E+00   0.212444E+01   0.444822E-07   0.615831E-02   0.114525E-05
    17   0.502494E+04   0.566808E-02   0.000000E+00   0.212006E+01   0.457993E-07   0.605236E-02  -0.361194E-07
    18   0.491556E+04   0.595096E-02   0.000000E+00   0.213140E+01   0.470448E-07   0.594808E-02  -0.785084E-06
    19   0.481206E+04   0.627845E-02   0.000000E+00   0.213797E+01   0.482205E-07   0.584502E-02  -0.112972E-05
    20   0.471237E+04   0.661434E-02   0.000000E+00   0.212144E+01   0.493280E-07   0.574244E-02  -0.113367E-05
    21   0.461684E+04   0.702182E-02   0.000000E+00   0.210432E+01   0.503737E-07   0.564063E-02  -0.856363E-06
    22   0.452573E+04   0.765057E-02   0.000000E+00   0.210866E+01   0.513636E-07   0.554009E-02  -0.372369E-06
    23   0.443867E+04   0.853749E-02   0.000000E+00   0.211863E+01   0.522998E-07   0.544113E-02   0.176684E-06
    24   0.435544E+04   0.965707E-02   0.000000E+00   0.211399E+01   0.531838E-07   0.534402E-02   0.643153E-06
    25   0.427576E+04   0.110181E-01   0.000000E+00   0.209455E+01   0.540189E-07   0.524888E-02   0.917979E-06
    26   0.419923E+04   0.125954E-01   0.000000E+00   0.207052E+01   0.548084E-07   0.515581E-02   0.939968E-06
    27   0.412588E+04   0.143589E-01   0.000000E+00   0.206624E+01   0.555551E-07   0.506467E-02   0.798966E-06
    28   0.405540E+04   0.163070E-01   0.000000E+00   0.210158E+01   0.562611E-07   0.497531E-02   0.603383E-06
    29   0.398785E+04   0.184447E-01   0.000000E+00   0.215917E+01   0.569256E-07   0.488778E-02   0.388320E-06
    30   0.392320E+04   0.207810E-01   0.000000E+00   0.221360E+01   0.575484E-07   0.480213E-02   0.164518E-06
    31   0.386125E+04   0.232957E-01   0.000000E+00   0.225078E+01   0.581335E-07   0.471827E-02  -0.814003E-07
    32   0.380216E+04   0.259591E-01   0.000000E+00   0.226195E+01   0.586852E-07   0.463606E-02  -0.349209E-06
    33   0.374575E+04   0.287822E-01   0.000000E+00   0.224824E+01   0.592046E-07   0.455515E-02  -0.560680E-06
    34   0.369169E+04   0.317961E-01   0.000000E+00   0.221496E+01   0.596925E-07   0.447526E-02  -0.633518E-06
    35   0.363990E+04   0.350240E-01   0.000000E+00   0.217100E+01   0.601501E-07   0.439645E-02  -0.545715E-06
    36   0.359024E+04   0.384885E-01   0.000000E+00   0.212300E+01   0.605789E-07   0.431897E-02  -0.315902E-06
    37   0.354269E+04   0.421825E-01   0.000000E+00   0.206892E+01   0.609803E-07   0.424331E-02  -0.649799E-07
    38   0.349748E+04   0.461023E-01   0.000000E+00   0.200737E+01   0.613553E-07   0.416985E-02   0.933160E-07
