#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.108697E+05   0.511748E-01   0.000000E+00  -0.667781E+00   0.761145E-08   0.576181E-02  -0.996612E-05
     3   0.119933E+05   0.860396E-01   0.000000E+00  -0.874783E-01   0.930497E-08   0.659330E-02  -0.138383E-04
     4   0.122466E+05   0.974926E-01   0.000000E+00   0.223408E+01   0.111843E-07   0.706273E-02  -0.148686E-04
     5   0.121352E+05   0.865142E-01   0.000000E+00   0.425661E+01   0.130849E-07   0.731149E-02  -0.133364E-04
     6   0.119016E+05   0.639919E-01   0.000000E+00   0.535558E+01   0.149439E-07   0.743151E-02  -0.998095E-05
     7   0.116243E+05   0.411221E-01   0.000000E+00   0.561802E+01   0.167432E-07   0.747834E-02  -0.573089E-05
     8   0.113193E+05   0.244523E-01   0.000000E+00   0.535842E+01   0.184774E-07   0.747360E-02  -0.147316E-05
     9   0.110118E+05   0.151991E-01   0.000000E+00   0.487862E+01   0.201472E-07   0.743213E-02   0.211253E-05
    10   0.107087E+05   0.113297E-01   0.000000E+00   0.434529E+01   0.217495E-07   0.736198E-02   0.462320E-05
    11   0.104179E+05   0.100197E-01   0.000000E+00   0.387873E+01   0.232917E-07   0.728063E-02   0.593333E-05
    12   0.101396E+05   0.928804E-02   0.000000E+00   0.353191E+01   0.247692E-07   0.719196E-02   0.612070E-05
    13   0.987202E+04   0.829680E-02   0.000000E+00   0.329350E+01   0.261839E-07   0.709810E-02   0.541771E-05
    14   0.961504E+04   0.725723E-02   0.000000E+00   0.313652E+01   0.275398E-07   0.700151E-02   0.410003E-05
    15   0.936862E+04   0.644673E-02   0.000000E+00   0.302934E+01   0.288388E-07   0.690173E-02   0.252978E-05
    16   0.913268E+04   0.605848E-02   0.000000E+00   0.294634E+01   0.300829E-07   0.679840E-02   0.104981E-05
    17   0.890700E+04   0.610276E-02   0.000000E+00   0.288752E+01   0.312758E-07   0.669357E-02  -0.136299E-06
    18   0.869046E+04   0.635047E-02   0.000000E+00   0.285409E+01   0.324212E-07   0.658935E-02  -0.896162E-06
    19   0.848322E+04   0.664624E-02   0.000000E+00   0.281965E+01   0.335193E-07   0.648537E-02  -0.123997E-05
    20   0.828297E+04   0.694800E-02   0.000000E+00   0.276039E+01   0.345705E-07   0.638101E-02  -0.121986E-05
    21   0.809002E+04   0.732595E-02   0.000000E+00   0.270485E+01   0.355783E-07   0.627678E-02  -0.918673E-06
    22   0.790467E+04   0.793650E-02   0.000000E+00   0.268075E+01   0.365463E-07   0.617338E-02  -0.434127E-06
    23   0.772636E+04   0.880936E-02   0.000000E+00   0.266534E+01   0.374753E-07   0.607110E-02   0.103596E-06
    24   0.755474E+04   0.991040E-02   0.000000E+00   0.263013E+01   0.383660E-07   0.597012E-02   0.563774E-06
    25   0.738937E+04   0.112481E-01   0.000000E+00   0.257414E+01   0.392202E-07   0.587067E-02   0.842399E-06
