#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.144219E+05   0.504639E-01   0.000000E+00  -0.135595E+01   0.516239E-08   0.574044E-02  -0.924376E-05
     3   0.156297E+05   0.858384E-01   0.000000E+00  -0.673278E+00   0.657356E-08   0.659796E-02  -0.134051E-04
     4   0.158108E+05   0.977761E-01   0.000000E+00   0.220341E+01   0.819945E-08   0.709606E-02  -0.147504E-04
     5   0.155908E+05   0.870727E-01   0.000000E+00   0.469498E+01   0.987426E-08   0.736773E-02  -0.134373E-04
     6   0.152508E+05   0.646665E-01   0.000000E+00   0.607074E+01   0.115343E-07   0.750577E-02  -0.102078E-04
     7   0.148730E+05   0.418116E-01   0.000000E+00   0.645030E+01   0.131585E-07   0.756842E-02  -0.601831E-05
     8   0.144693E+05   0.251084E-01   0.000000E+00   0.620893E+01   0.147392E-07   0.757759E-02  -0.178137E-05
     9   0.140671E+05   0.158017E-01   0.000000E+00   0.569968E+01   0.162750E-07   0.754793E-02   0.180849E-05
    10   0.136723E+05   0.118754E-01   0.000000E+00   0.511477E+01   0.177611E-07   0.748744E-02   0.433514E-05
    11   0.132943E+05   0.105122E-01   0.000000E+00   0.459203E+01   0.192018E-07   0.741426E-02   0.565985E-05
    12   0.129324E+05   0.973117E-02   0.000000E+00   0.419287E+01   0.205920E-07   0.733225E-02   0.585632E-05
    13   0.125844E+05   0.869580E-02   0.000000E+00   0.390793E+01   0.219322E-07   0.724379E-02   0.516434E-05
    14   0.122501E+05   0.761873E-02   0.000000E+00   0.371045E+01   0.232243E-07   0.715166E-02   0.386578E-05
    15   0.119292E+05   0.677496E-02   0.000000E+00   0.356624E+01   0.244693E-07   0.705561E-02   0.231552E-05
    16   0.116213E+05   0.635535E-02   0.000000E+00   0.344754E+01   0.256681E-07   0.695542E-02   0.848166E-06
    17   0.113263E+05   0.637211E-02   0.000000E+00   0.335641E+01   0.268238E-07   0.685318E-02  -0.332469E-06
    18   0.110427E+05   0.659784E-02   0.000000E+00   0.329591E+01   0.279388E-07   0.675102E-02  -0.109041E-05
    19   0.107707E+05   0.687383E-02   0.000000E+00   0.323672E+01   0.290131E-07   0.664863E-02  -0.142707E-05
    20   0.105078E+05   0.715504E-02   0.000000E+00   0.315229E+01   0.300469E-07   0.654546E-02  -0.138893E-05
    21   0.102541E+05   0.751510E-02   0.000000E+00   0.307400E+01   0.310427E-07   0.644211E-02  -0.107025E-05
    22   0.100100E+05   0.811370E-02   0.000000E+00   0.303233E+01   0.320034E-07   0.633936E-02  -0.580030E-06
    23   0.977485E+04   0.897694E-02   0.000000E+00   0.300105E+01   0.329296E-07   0.623747E-02  -0.427284E-07
    24   0.954816E+04   0.100663E-01   0.000000E+00   0.294759E+01   0.338216E-07   0.613663E-02   0.419319E-06
    25   0.932942E+04   0.113902E-01   0.000000E+00   0.287058E+01   0.346807E-07   0.603708E-02   0.704526E-06
    26   0.911803E+04   0.129273E-01   0.000000E+00   0.278468E+01   0.355086E-07   0.593903E-02   0.751320E-06
    27   0.891381E+04   0.146553E-01   0.000000E+00   0.273041E+01   0.363065E-07   0.584247E-02   0.635564E-06
    28   0.871627E+04   0.165795E-01   0.000000E+00   0.274100E+01   0.370753E-07   0.574737E-02   0.452397E-06
    29   0.852540E+04   0.187021E-01   0.000000E+00   0.278968E+01   0.378142E-07   0.565374E-02   0.239672E-06
    30   0.834105E+04   0.210273E-01   0.000000E+00   0.283756E+01   0.385228E-07   0.556159E-02   0.143816E-07
    31   0.816297E+04   0.235316E-01   0.000000E+00   0.286344E+01   0.392031E-07   0.547097E-02  -0.232433E-06
    32   0.799123E+04   0.261833E-01   0.000000E+00   0.285459E+01   0.398578E-07   0.538184E-02  -0.497511E-06
    33   0.782549E+04   0.289931E-01   0.000000E+00   0.281441E+01   0.404874E-07   0.529382E-02  -0.703242E-06
    34   0.766523E+04   0.319930E-01   0.000000E+00   0.275183E+01   0.410920E-07   0.520659E-02  -0.768768E-06
    35   0.751027E+04   0.352072E-01   0.000000E+00   0.267844E+01   0.416725E-07   0.512026E-02  -0.673181E-06
    36   0.736042E+04   0.386592E-01   0.000000E+00   0.260309E+01   0.422295E-07   0.503511E-02  -0.435951E-06
    37   0.721555E+04   0.423421E-01   0.000000E+00   0.252481E+01   0.427639E-07   0.495167E-02  -0.178148E-06
    38   0.707579E+04   0.462519E-01   0.000000E+00   0.244268E+01   0.432761E-07   0.487033E-02  -0.135420E-07
    39   0.694094E+04   0.503996E-01   0.000000E+00   0.235682E+01   0.437667E-07   0.479079E-02   0.730384E-07
    40   0.681054E+04   0.548050E-01   0.000000E+00   0.226744E+01   0.442359E-07   0.471257E-02   0.128773E-06
    41   0.668451E+04   0.594883E-01   0.000000E+00   0.217404E+01   0.446841E-07   0.463529E-02   0.190320E-06
    42   0.656247E+04   0.644509E-01   0.000000E+00   0.207425E+01   0.451118E-07   0.455896E-02   0.252930E-06
    43   0.644443E+04   0.696892E-01   0.000000E+00   0.196520E+01   0.455197E-07   0.448365E-02   0.301556E-06
    44   0.633010E+04   0.751849E-01   0.000000E+00   0.184494E+01   0.459082E-07   0.440945E-02   0.321197E-06
    45   0.621970E+04   0.809299E-01   0.000000E+00   0.171160E+01   0.462781E-07   0.433646E-02   0.296896E-06
    46   0.611303E+04   0.869210E-01   0.000000E+00   0.156202E+01   0.466299E-07   0.426473E-02   0.219569E-06
    47   0.600990E+04   0.931604E-01   0.000000E+00   0.139792E+01   0.469642E-07   0.419419E-02   0.103494E-06
    48   0.591022E+04   0.996588E-01   0.000000E+00   0.122489E+01   0.472812E-07   0.412471E-02  -0.312684E-07
    49   0.581402E+04   0.106405E+00   0.000000E+00   0.104792E+01   0.475816E-07   0.405620E-02  -0.164710E-06
    50   0.572150E+04   0.113379E+00   0.000000E+00   0.865225E+00   0.478656E-07   0.398854E-02  -0.276875E-06
    51   0.563240E+04   0.120557E+00   0.000000E+00   0.673140E+00   0.481339E-07   0.392168E-02  -0.352353E-06
    52   0.554679E+04   0.128022E+00   0.000000E+00   0.466197E+00   0.483867E-07   0.385576E-02  -0.393759E-06
    53   0.546416E+04   0.135917E+00   0.000000E+00   0.240319E+00   0.486245E-07   0.379099E-02  -0.408197E-06
    54   0.538427E+04   0.144229E+00   0.000000E+00  -0.604681E-03   0.488478E-07   0.372757E-02  -0.402750E-06
    55   0.530719E+04   0.152932E+00   0.000000E+00  -0.252567E+00   0.490569E-07   0.366570E-02  -0.384483E-06
    56   0.523299E+04   0.161879E+00   0.000000E+00  -0.517526E+00   0.492523E-07   0.360550E-02  -0.359610E-06
    57   0.516154E+04   0.170963E+00   0.000000E+00  -0.794984E+00   0.494343E-07   0.354682E-02  -0.330974E-06
    58   0.509277E+04   0.180197E+00   0.000000E+00  -0.108506E+01   0.496030E-07   0.348941E-02  -0.300577E-06
    59   0.502650E+04   0.189622E+00   0.000000E+00  -0.138791E+01   0.497589E-07   0.343303E-02  -0.270415E-06
    60   0.496265E+04   0.199296E+00   0.000000E+00  -0.170224E+01   0.499021E-07   0.337746E-02  -0.242483E-06
    61   0.490148E+04   0.209312E+00   0.000000E+00  -0.202675E+01   0.500329E-07   0.332249E-02  -0.218537E-06
